key,issueType,sprint,status,summary,description,storyPoint,priority,watchcount,fixVersions,affectedVersions,assignee,creator,reporter,commentCount,votes,issueLinks,blockedBy,blocks,dependedOnBy,dependedOn,subtasks
XD-2309,Improvement,83,Done,Add support for update in gpfdist sink,"Enhance the current jdbchdfs job in spring-xd to have an incremental load / delta load feature similar to sqoop. See sqoop documentation [here|http://sqoop.apache.org/docs/1.4.5/SqoopUserGuide.html#_incremental_imports]. The job will need to maintain some state between executions in order to decide the start point for the next data load. The jdbchdfs job definition could take the following 2 new options. h5. checkColumn optionalSpecifies the column to be examined when determining which rows to import. (the column should not be of type CHAR/NCHAR/VARCHAR/VARNCHAR/ LONGVARCHAR/LONGNVARCHAR). Column should be numeric or timestamp.h5. lastValue optionalIf specified this will override any data saved from previous job runs. If not specified will take the saved max-value from the last job run. If no last job run data is available then it will not be an incremental load and all the data which satisfies the query will be used.Sqoop provides 2 modes of operation for incremental load 'append' and 'lastModified'. For jdbchdfs the job will always append as it is writing to a hdfs file.Example: To import data from the database table some_table which has a last update column called lastUpdated you could use.{code}xd:> job create myjob --definition ""jdbchdfs --sql='select col1col2col3 from some_table' --checkColumn=lastUpdated"" --deploy{code}The batch job should also be capable of being partitioned to run in parallel across multiple containers",5,3,4,1,1,Michael Minella,Derek OKeeffe,Derek OKeeffe,2,2,0,0,0,0,0,0
XD-2586,Technical task,77,Done,Add support for using Sqoop metastore,null,1,4,1,1,0,Mark Pollack,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-1086,Improvement,29,Done,Add support for XD_CONFIG environment variable in windows shell scripts,Adopted functionality from spring batch adminShould include SpringMVC test framework style tests.DELETE /batch/jobs/executions/ - stop all job executions,3,4,2,1,0,Ilayaperumal Gopinathan,Mark Pollack,Mark Pollack,1,0,0,0,0,0,0,0
XD-2424,Story,83,Done,Add support to Ambari install multiple XD Admin's ,See discussion at https://github.com/spring-projects/spring-xd/pull/13111) there seems to be unused SimpleDateFormat in TupleBuilder which hurst perf2) More generally should take some time to profile / micro-benchmark TupleBuilder,5,4,2,1,0,David Turanski,Eric Bottard,Eric Bottard,1,2,1,0,0,0,0,0
XD-2600,Story,72,Done,Add support to capture errors/stacktrace via DLQ,This fix for RichGauge should go into the 1.0.x line.,1,4,2,1,0,Eric Bottard,Mark Pollack,Mark Pollack,1,0,0,0,0,0,0,0
XD-2521,Story,70,Done,Add support to create custom jobs using Java Config,https://jira.spring.io/browse/AMQP-453 Added support for compression with RabbitMQ.  XD should expose configuration options to enable and configure compression on the message bus.  Note some options may be specific for brokers or require additional functionality in XD.  This issue should not address adding additional functionality to make the feature set as common as possible across msg bus implementations but expose what makes sense with the current code base for rabbitmq   As an example Kafka supports compressed.topics which lets you pick a subset of topics to be compressed.  ,2,4,2,1,0,Gary Russell,Mark Pollack,Mark Pollack,1,0,0,0,0,0,0,0
XD-3067,Bug,83,Done,Add support to expose counter metrics for dashboarding,XD Spark streaming module fails to load:Caused by: org.springframework.beans.factory.CannotLoadBeanClassException: Error loading class [org.springframework.xd.tuple.serializer.kryo.TupleCodec] for bean with name 'org.springframework.xd.tuple.serializer.kryo.TupleCodec#2e8f5f36' defined in class path resource [META-INF/spring-xd/bus/codec.xml]: problem with class file or dependent class; nested exception is java.lang.IllegalAccessError: class org.springframework.xd.tuple.serializer.kryo.TupleCodec cannot access its superclass org.springframework.xd.dirt.integration.bus.serializer.kryo.AbstractKryoCodecat org.springframework.beans.factory.support.AbstractBeanFactory.resolveBeanClass(AbstractBeanFactory.java:1331)at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:453)at org.springframework.beans.factory.support.BeanDefinitionValueResolver.resolveInnerBean(BeanDefinitionValueResolver.java:299)... 67 moreCaused by: java.lang.IllegalAccessError: class org.springframework.xd.tuple.serializer.kryo.TupleCodec cannot access its superclass org.springframework.xd.dirt.integration.bus.serializer.kryo.AbstractKryoCodecat java.lang.ClassLoader.defineClass1(Native Method)at java.lang.ClassLoader.defineClass(ClassLoader.java:760)at java.security.SecureClassLoader.defineClass(SecureClassLoader.java:142)at java.net.URLClassLoader.defineClass(URLClassLoader.java:455)at java.net.URLClassLoader.access$100(URLClassLoader.java:73)at java.net.URLClassLoader$1.run(URLClassLoader.java:367)at java.net.URLClassLoader$1.run(URLClassLoader.java:361)at java.security.AccessController.doPrivileged(Native Method)at java.net.URLClassLoader.findClass(URLClassLoader.java:360)at java.lang.ClassLoader.loadClass(ClassLoader.java:424)at sun.misc.Launcher$AppClassLoader.loadClass(Launcher.java:308)at java.lang.ClassLoader.loadClass(ClassLoader.java:357)at org.springframework.util.ClassUtils.forName(ClassUtils.java:249)at org.springframework.beans.factory.support.AbstractBeanDefinition.resolveBeanClass(AbstractBeanDefinition.java:395)at org.springframework.beans.factory.support.AbstractBeanFactory.doResolveBeanClass(AbstractBeanFactory.java:1349)at org.springframework.beans.factory.support.AbstractBeanFactory.resolveBeanClass(AbstractBeanFactory.java:1320),3,3,1,1,0,Ilayaperumal Gopinathan,Ilayaperumal Gopinathan,Ilayaperumal Gopinathan,1,0,0,0,0,0,0,0
XD-2533,Story,70,Done,Add support to host custom module in HDFS,null,1,4,1,1,0,Mark Pollack,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-2471,Story,70,Done,Add support to include deployment manifest from file,"As a user I'd like to have concurrency and compression support for Kafka so that I can increase performance throughput and/or increase responsiveness*Things to consider:** make global configuration options be ""defaults"" and allow per-deployment overrides* add options for ** concurrency** compression support",3,4,2,1,0,Eric Bottard,Sabby Anandan,Sabby Anandan,2,0,0,0,0,0,0,0
XD-2058,Story,60,Done,Add support to install custom module archive,The goal is to optimize the build process and at the same time validate the feature capabilities as quickly as we can. Investigate the long running tests. Look for long timeout window declarations. ,4,4,2,1,0,David Turanski,Sabby Anandan,Sabby Anandan,2,0,0,0,0,0,0,0
XD-2787,Story,77,Done,Add support to ready files line by line,As a developer I'd like to add load generator _source_ module so that I could use it for performance testing use-cases. ,3,4,1,1,0,Glenn Renfro,Sabby Anandan,Sabby Anandan,0,0,0,0,0,0,0,0
XD-3263,Bug,90,Done,Add support to register artifacts as libraries,Hi Customer has 48 containers but it only shows 20 containers. We need pagination to browse all containers.,2,4,2,2,0,Gunnar Hillert,sridhar,sridhar,0,0,0,0,0,0,0,0
XD-3142,Bug,85,Done,Add support to resolve and add JARs to Boot loader,Spring Integration MBeans are enabled by default even though XD_JMX_ENABLED is set to false. We need to disable JMX on these MBeans as well as Spring Boot MBeans.,1,4,1,1,0,Ilayaperumal Gopinathan,Ilayaperumal Gopinathan,Ilayaperumal Gopinathan,0,0,0,0,0,0,0,0
XD-3312,Story,90,Done,Add support to restart job composition,As a s-c-s developer I'd like to move {{spring-cloud-stream-modules}} from s-c-s to s-c repo so I can cleanup s-c-s project and at the same time make these modules visible outside of s-c-s.,3,4,2,1,0,Mark Fisher,Sabby Anandan,Sabby Anandan,1,0,0,0,0,0,0,0
XD-3282,Story,90,Done,Add support to retrieve job details ,As a s-c-s developer I'd like to setup CI builds for s-c-s builds so I can incrementally build and test code commits automatically.,3,4,2,1,0,Glenn Renfro,Sabby Anandan,Sabby Anandan,1,0,0,0,0,0,0,0
XD-2996,Bug,85,Done,Add support to start Apps in YARN automatically by type,As a developer I want that the Spring XD partitioning process targets Kafka bus partitions directly so that the design of my stream processing application is easier to understand and the order of messages is not alteredCurrent situation- Spring XD partitioning logic that builds on top of Kafka partitioning;- The number of Spring XD partitions is not explicitly configured (it's inferred from the number of consumer modules)- If the concurrency of the consumer modules is 1 then Spring XD partitions are matched 1:1 with Kafka partitions;-  If the concurrency of the consumer modules is n then a Spring XD partition uses n Kafka partitions and the message bus distributes messages across the Kafka partitions that correspond to the Spring XD partitions;- this could be confusing to the end user especially if they are used to the Kafka partitioning process;- this can also lead to changes of ordering between messages as messages within the same Spring XD partitions will be sent to different Kafka partitions (this only happens if the concurrency of the receiving module is higher than 1)Improvement:- *For the Kafka message bus* the number of Spring XD partitions does not need to be equal to the number of modules (must be higher or equal though so that consumers can be created) and should be configured explicitly - using the `partitionCount` property - (as an option the module count * concurrency can be used as a default) - as a result in the case of Kafka there will always be a 1:1 match between Kafka partitions and Spring XD partitions optionally processed by fewer modules than the partition count;,5,3,1,1,0,Marius Bogoevici,Marius Bogoevici,Marius Bogoevici,0,0,0,0,0,0,0,0
XD-2098,Story,66,Done,Add support to stop existing Sqoop jobs,Kafka lends itself well as a message bus and kafka partitioning maps to MB partitioning.Implement KafkaMessageBus and supporting classes and UT/IT.,3,4,1,1,0,Eric Bottard,Eric Bottard,Eric Bottard,0,0,1,0,0,1,1,0
XD-2276,Story,67,Done,Add support to test XD on YARN in EC2,Use a single producer single consumer prefetch size = 50.  Send 1M messages and increase or decrease so that a given test iteration takes about 2 minutes.Vary the message size and measure the msg/sec rate and calculate data transfer rate in MB/sec.*Message Sizes:*100 bytes100010000100000 During the measurements look at the RabbitMQ Admin UI and see if the queue is backing up.,3,4,1,1,0,Glenn Renfro,Sabby Anandan,Sabby Anandan,0,0,0,0,0,0,0,0
XD-2198,Improvement,67,Done,Add support to 'track history' in message headers,Currently there is no ModuleRegistry contract for composite modules. The composed module definition is maintained in ZooKeeperModuleDefinitionRepository which delegates to the ModuleRegistry to define and validate component modules. The repository should be converted to a ModuleRegistry.,5,4,2,1,0,Eric Bottard,David Turanski,David Turanski,1,0,1,0,0,0,0,0
MESOS-10053,Task,600,Resolved,Add tap support to DIRT,This is to set resource limits for command task which will run as a Docker container.,3,3,1,1,0,Qian Zhang,Qian Zhang,Qian Zhang,3,0,0,0,0,0,0,0
XD-1040,Story,28,Done,Add TaskLet to Stream from (S)FTP to HDFS,See the discussion in https://github.com/spring-projects/spring-xd/pull/370There are now various superseded classes and tests which we no longer need.,2,4,1,1,0,null,Luke Taylor,Luke Taylor,1,0,0,0,0,0,0,0
XD-3320,Story,92,Done,Add test coverage for batch DSL and XML generation variants,As a s-c-d user I'd like to add REST support for stream commands so I can maneuver streaming pipeline backed by StreamController.,5,4,2,1,0,Patrick Peralta,Sabby Anandan,Sabby Anandan,1,0,0,0,0,0,0,0
XD-1877,Story,65,Done,Add test coverage for Kafka source and sink modules,Port https://github.com/spring-projects/spring-xd/blob/master/src/test/scripts/gemfire_stream_testsNeed to consider how to start the server maybe use the jvm fork utilities?  Look into spring-data-gemfire as well.,5,4,2,1,0,David Turanski,Mark Pollack,Mark Pollack,1,0,0,0,0,0,0,0
XD-3194,Story,88,Done,Add test coverage for StreamController,As a developer I'd like to have a central place to manage external properties for applications across all the environments so I can provide server and client-side support for externalized configuration for XD-Admin and XD-Container servers. ,8,4,2,0,0,Ilayaperumal Gopinathan,Sabby Anandan,Sabby Anandan,1,0,0,0,0,0,0,0
XD-282,Story,25,Done,Add test for filejdbc to test scripts,Writing POJOs using CDK Data (Avro)We should support both partitioned and un-partitioned.  This story addresses only un-partitioned.Document limitations in terms of which Java types are supported and not supported by the Avro serialization,10,4,2,1,0,Thomas Risberg,Mark Pollack,Mark Pollack,3,0,1,0,0,1,1,0
MESOS-9892,Task,555,Resolved,Add the `shared_cgroups` field into  the protobuf message `LinuxInfo`,We should add tests which verify correct behavior in the various cases of transitions between different agent states and the DRAINING or DRAINED states.,5,3,2,1,0,Joseph Wu,Greg Mann,Greg Mann,3,0,0,0,0,0,0,0
XD-3326,Story,95,Done,Add the ability to optionally create an unhooked version of the Aurora client api,A ModuleDefinition contains parameters which need to be passed to the CloudFoundry application. Currently these are put directly into the application's environment. This issue will verify they are correctly named.,1,4,1,1,0,Steve Powell,Paul Harris,Paul Harris,0,0,0,0,0,0,0,0
XD-2556,Story,72,Done,Add the Dependencies Required to Use #xpath in Streams,null,1,4,1,1,0,Mark Pollack,Sabby Anandan,Sabby Anandan,0,0,0,0,0,0,0,0
XD-2466,Story,72,Done,Add throughput receiving sink,null,5,4,1,1,0,Ilayaperumal Gopinathan,Mark Fisher,Mark Fisher,1,0,0,0,0,0,0,0
XD-3347,Story,92,Done,Add Timestamp to XD Message History,Apply the same strategy for the Module Command Tests also to all other Shell integration tests.,5,4,1,0,0,Gunnar Hillert,Gunnar Hillert,Gunnar Hillert,0,0,2,0,0,1,1,0
XD-1102,Story,28,Done,Add to Acceptance Test EC2 CI build plan a stage that uses XD distributed mode with rabbit,would be good to have a general feel for the general performance of these two options.  Redis can run on the same node as the benchmark.,8,4,2,1,0,Eric Bottard,Mark Pollack,Mark Pollack,1,0,0,0,0,0,0,0
XD-953,Story,28,Done,Add to Acceptance Test EC2 job a stage that uses XD distributed mode with redis,"Module options are currently implemented using PropertySourcesPlaceholderConfigurer doing simple ""text"" replacements.This story proposes to introduce a richer model for module options which could take the following xml representation (keeping in mind that there would be an underlying set of classes that could also apply to e.g. @Configuration approach):{code:xml}<xd:params>  <xd:param name=""port"" help=""the http port to listen on"" /></xd:params>{code}So the very first obvious benefit is providing help metadata.The second one is an easy way to list available option names without resorting to brittle PropertySourcesPlaceholderConfigurer hacks (we wouldn't for example detect xd.stream.name or XD_TRANSPORT as a valid option)One could also specify defaults/computations this time benefiting from SpEL everywhere:{code:xml}<xd:params>  <xd:param name=""directory"" default=""headers.directory"" /></xd:params>{code}Lastly this opens the door to better type checking / combinations / optionality support:{code:xml}<xd:params valid=""fixedDelay || cron"">  <xd:param name=""fixedDelay"" type=""int"" />  <xd:param name=""cron"" type=""string"" /></xd:params>{code}The 'valid' attribute can e.g. be evaluated by SpEL.Some final remarks:- That construct can be compatible with our current approach by behaving as a PropertySource itself (instead of creating a PropertySource the StreamPlugin would give this new bean the java.util.Properties)- Plugins could benefit from a hook in that construct and advertise the fact that they expect/provide new options (e.g. --inputType)There is a slight problem though which is that if this construct lives in the same AppContext as the module definition itself then the AppContext needs to be refreshed for the logic to kick in. One could circumvent that using profiles or we could rely on a different filename convention (e.g. <module>-params.xml)",10,4,3,1,0,Eric Bottard,Eric Bottard,Eric Bottard,3,0,0,0,0,0,0,0
