TaskNumber,Summary,Priority,RaisedByID,AssignedToID,AuthorisedByID,StatusCode,ProjectCode,ProjectBreakdownCode,Category,SubCategory,HoursEstimate,HoursActual,DeveloperID,DeveloperHoursActual,TaskPerformance,DeveloperPerformance
9032,XXXX Period Close Split Complete Errors From Past Months Reported,1,29,13,NA,COMPLETED,PC2,PBC42,Development,Bug,1,2.5,13,2.5,-1.5,-1.5
9033,XXXX Period Close Split Complete Check Errors From Past Months,1,52,13,NA,COMPLETED,PC2,PBC10,Development,Bug,1,1,13,1,0,0
9040,Investigate bogus 'Message 0 failed to load' errors,3,24,26,26,COMPLETED,PC16,PBC38,Development,Bug,4,3.5,26,3.5,0.5,0.5
9043,XXXX Warehouse Build failed.,1,13,13,NA,COMPLETED,PC2,PBC53,Development,Bug,4,5.5,13,5.5,-1.5,-1.5
9045,Preparing/Showing Work for CCC Bordereau Management,3,42,42,58,COMPLETED,PC18,PBC31,Development,Testing,1.5,1.5,42,1.5,0,0
9048,Multi - Line USMs  - Linked SCM tab fails.,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Bug,1,0.33,13,0.33,0.67,0.67
9054,CSV Generator adds extra commas each time it is regenerate,1,54,54,58,FINISHED,PC9,PBC41,Development,Bug,3,3,54,3,0,0
9059,SCMS v2.2 Code Review And Check-In,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Enhancement,14,7.5,13,6.5,6.5,7.5
9059,SCMS v2.2 Code Review And Check-In,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Enhancement,14,7.5,26,1,6.5,NA
9060,Ref_AuditFieldsToKeep table holding out-of-date fieldnames,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Bug,0.5,0.5,13,0.5,0,0
9061,SCMS v2.2 Testing,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Testing,21,111.08,13,111.08,-90.08,-90.08
9067,New movement fails to save when split,1,26,26,NA,COMPLETED,PC2,PBC21,Development,Bug,2,1,26,1,1,1
9068,Validation failing,1,13,26,NA,COMPLETED,PC2,PBC21,Development,Bug,3,1.5,26,1.5,1.5,1.5
9086,Syndicate figure update running slow during Validation,2,26,26,NA,COMPLETED,PC2,PBC21,Development,Bug,2.5,2.5,26,2.5,0,0
9087,SCM Search running slow with certain queries on Live (but not on DEV),2,24,26,NA,COMPLETED,PC2,PBC21,Development,Bug,4,7,26,7,-3,-3
9092,SCM Message Summary Search Issue,1,7,13,NA,COMPLETED,PC2,PBC21,Development,Bug,0.5,0.25,13,0.25,0.25,0.25
9097,Check-In New Standard CSV Export Funtionality,1,65,13,NA,COMPLETED,PC2,PBC21,Development,Enhancement,0.5,0.5,13,0.5,0,0
9100,XXXX Raised minor RI manual entry bugs to be resolved,1,52,13,NA,COMPLETED,PC2,PBC21,Development,Bug,1,1,13,1,0,0
9103,Msg Summary Linked SCM Search Msg XXX title does not go if researched with dif criteria.,1,29,13,NA,COMPLETED,PC2,PBC21,Development,Bug,3.5,3.25,13,3.25,0.25,0.25
9107,SCM Validation running slow on DEV,1,13,26,NA,COMPLETED,PC2,PBC21,Development,Bug,7,7,26,7,0,0
9109,SCM Search Results Click On Narrative Grid Makes It Disappear.,2,7,13,NA,COMPLETED,PC2,PBC21,Development,Bug,3.5,7.75,13,7.75,-4.25,-4.25
9113,XXXX Warehouse Release With Latest Speed-Up Done On Dev,3,13,13,NA,COMPLETED,PC2,PBC53,Development,Enhancement,3,20.08,13,20.08,-17.08,-17.08
9128,User Support: XXXX Claim Not Showing Events,1,12,13,NA,COMPLETED,PC2,PBC73,Development,Bug,1,1.5,13,1.5,-0.5,-0.5
9129,user Support - XXXX XXXX and XXXX Message Issues,1,13,13,NA,COMPLETED,PC2,PBC53,Development,Bug,1,1,13,1,0,0
9131,Sync local db bug fix updates to dev db,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Bug,1,1,13,1,0,0
9137,XXXX RI Manual Check Error: Not All Claims Flagged By SCM Validation,1,10,13,NA,COMPLETED,PC2,PBC53,Development,Bug,2,1.75,13,1.25,0.25,0.75
9137,XXXX RI Manual Check Error: Not All Claims Flagged By SCM Validation,1,10,13,NA,COMPLETED,PC2,PBC53,Development,Bug,2,1.75,26,0.5,0.25,NA
9142,Make Warehouse tolerant of missing Orig/Sett rates,5,13,26,NA,COMPLETED,PC2,PBC21,Development,Bug,0.5,0.5,26,0.5,0,0
9147,Warehouse Job Already Running Check Not Working,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Bug,1,1,13,0.5,0,0.5
9147,Warehouse Job Already Running Check Not Working,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Bug,1,1,26,0.5,0,NA
9152,XXXX Incorrect negative OS amounts (linked to zero % on some syndicate lines),4,24,24,NA,COMPLETED,PC17,PBC72,Development,Bug,3,13.5,24,12,-10.5,-9
9152,XXXX Incorrect negative OS amounts (linked to zero % on some syndicate lines),4,24,24,NA,COMPLETED,PC17,PBC72,Development,Bug,3,13.5,26,1.5,-10.5,NA
9153,Changing Line Event To Split And Adjusting Figures Puts Event Totals Incorrect,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Bug,3.5,0.75,13,0.75,2.75,2.75
9157,SCM Manual Movement On Manual Claim (bur 'U') Should Allow Lloyds Figure Entry,1,13,54,13,FINISHED,PC2,PBC21,Development,Bug,7,3.5,54,3,3.5,4
9157,SCM Manual Movement On Manual Claim (bur 'U') Should Allow Lloyds Figure Entry,1,13,54,13,FINISHED,PC2,PBC21,Development,Bug,7,3.5,13,0.5,3.5,NA
9158,On Period Close Report All UWRef Changes On Claims In Open Month For User Review,1,7,13,NA,COMPLETED,PC2,PBC21,Development,Enhancement,5,7.25,13,7.25,-2.25,-2.25
9163,Separating Messaging From Business Rules,1,58,26,58,COMPLETED,PC16,PBC38,Development,Enhancement,150,31.25,26,30,118.75,120
9163,Separating Messaging From Business Rules,1,58,26,58,COMPLETED,PC16,PBC38,Development,Enhancement,150,31.25,58,1.25,118.75,NA
9164,SCM Search misses lines when validation has failed,1,26,26,NA,COMPLETED,PC2,PBC21,Development,Bug,1,1,26,1,0,0
9169,Incorrect column alias in XXXX XLsior Export,1,7,26,NA,COMPLETED,PC2,PBC10,Development,Bug,0.5,0.5,26,0.5,0,0
9182,Unexpected figures in XXXX XLsior download - correct and investigate extent of problem,1,7,26,NA,COMPLETED,PC2,PBC21,Development,Bug,4,10,26,10,-6,-6
9183,Adding manual movements fail when SyndLine% = 0,2,24,13,NA,COMPLETED,PC2,PBC21,Development,Bug,3,0.5,13,0.5,2.5,2.5
9185,V3 - Texbox widths not correct for Date Format,5,65,65,58,COMPLETED,PC9,PBC11,Development,Bug,0.5,0.5,65,0.5,0,0
9186,Ensure that v2.2 Line Event update does not reintroduce any bugs fixed in 2.1,1,26,26,NA,COMPLETED,PC2,PBC21,Development,Bug,3,2,26,2,1,1
9214,Zero percent on any line prevents figures update on all lines,1,26,26,NA,COMPLETED,PC2,PBC21,Development,Bug,2,2,26,2,0,0
9215,Apparent crash bug in diary event,3,26,13,13,COMPLETED,PC9,PBC17,Development,Bug,0.5,0.5,13,0.5,0,0
9229,BMS Skinny Dec Performance Issues,4,58,58,NA,FINISHED,PC2,PBC32,Development,Bug,1,1.75,58,1.75,-0.75,-0.75
9230,Risk - Section Reinstatement Tab - grids need to be fit to width not fixed to res 1024x768 screens,4,13,54,NA,FINISHED,PC2,PBC21,Development,Bug,1.5,1.5,54,1.5,0,0
9231,Risk Copy Version 2 Fails On SP_RISK_RENEW_COPY_LINE_STATISTICS,4,13,54,13,FINISHED,PC2,PBC21,Development,Bug,45,0.45,54,0.45,44.55,44.55
9237,BMS Speedup with Declaration Stored Procedure,3,42,42,NA,COMPLETED,PC2,PBC21,Development,Enhancement,2,1.5,42,1.5,0.5,0.5
9238,SiPDecision Table Rewrite,8,58,58,58,FINISHED,PC9,PBC11,Development,Enhancement,3,3,58,3,0,0
9242,Matching Period Close CCCs Reports Syndicate XXXX - (via Risk Super Search),2,46,24,NA,COMPLETED,PC2,PBC72,Development,Enhancement,49,11,24,11,38,38
9247,Auto Sync Staff Object With Affiliate Based On Business Role,5,65,65,58,COMPLETED,PC9,PBC11,Development,Enhancement,1,1,65,1,0,0
9251,SCMS XXXX Syndicate XXXX - Claim Ref 40028490701,2,46,24,NA,COMPLETED,PC2,PBC72,Development,Enhancement,1,1,24,1,0,0
9256,XXXX triangle - major risk code by II group - Gross incurred figures not correct,1,13,13,NA,COMPLETED,PC2,PBC53,Development,Bug,7,9.5,13,5.5,-2.5,1.5
9256,XXXX triangle - major risk code by II group - Gross incurred figures not correct,1,13,13,NA,COMPLETED,PC2,PBC53,Development,Bug,7,9.5,26,4,-2.5,NA
9264,V3- Convert ShowButtonsAlways property on GridWrapper to a Visbility Enum,5,65,65,58,COMPLETED,PC9,PBC7,Development,Enhancement,0.75,0.75,65,0.75,0,0
9272,Some figures incorrectly calculated in front end on TOTAL currency and line,1,26,26,NA,COMPLETED,PC2,PBC21,Development,Bug,3,1,26,1,2,2
9273,Dev Warehouse - updating sp causing internal SQL bug.,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Bug,0.5,0.5,13,0.5,0,0
9274,Event total sometimes not calculated when claim first split,2,26,26,NA,COMPLETED,PC2,PBC21,Development,Bug,1,2,26,2,-1,-1
9275,Updating line twice on same movement breaks unique key,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Bug,1,2,13,1,-1,0
9275,Updating line twice on same movement breaks unique key,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Bug,1,2,26,1,-1,NA
9278,SiPDocument - Automatic Compression Spike,1,58,58,58,FINISHED,PC9,PBC6,Development,Enhancement,7,7.75,58,7.75,-0.75,-0.75
9279,SiPDocument - Obsolete Flag,1,54,54,58,FINISHED,PC9,PBC6,Development,Enhancement,120,20.66,58,1.66,99.34,NA
9279,SiPDocument - Obsolete Flag,1,54,54,58,FINISHED,PC9,PBC6,Development,Enhancement,120,20.66,54,19,99.34,101
9280,Logging error in synd figure update procedure,1,26,26,NA,COMPLETED,PC2,PBC21,Development,Bug,1,0.5,26,0.5,0.5,0.5
9282,Release Management for January 2008,1,58,58,58,FINISHED,PC9,PBC15,Development,Release,35,17.01,58,8.26,17.99,26.74
9282,Release Management for January 2008,1,58,58,58,FINISHED,PC9,PBC15,Development,Release,35,17.01,65,8.75,17.99,NA
9283,USM Contra Items Nett Amount Field Access Incorectly Set For New USM,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Bug,0.5,0.5,13,0.5,0,0
9289,SiPDocument - Revision History Enhancements,1,58,54,58,FINISHED,PC9,PBC6,Development,Enhancement,100,22.75,54,22.75,77.25,77.25
9290,SiPDocument - Action History,1,58,54,58,FINISHED,PC9,PBC6,Development,Enhancement,35,25.62,54,25.02,9.38,9.98
9290,SiPDocument - Action History,1,58,54,58,FINISHED,PC9,PBC6,Development,Enhancement,35,25.62,58,0.6,9.38,NA
9291,SiPDocument - Hold Compression Data,1,58,54,58,FINISHED,PC9,PBC6,Development,Enhancement,50,10.25,54,10.25,39.75,39.75
9292,SiPDocument - Security,1,58,58,58,FINISHED,PC9,PBC6,Development,Enhancement,28,3.45,54,1,24.55,NA
9292,SiPDocument - Security,1,58,58,58,FINISHED,PC9,PBC6,Development,Enhancement,28,3.45,58,2.45,24.55,25.55
9293,SiPDocument - Add Statistics,1,58,54,58,FINISHED,PC9,PBC6,Development,Enhancement,140,33.25,54,32,106.75,108
9293,SiPDocument - Add Statistics,1,58,54,58,FINISHED,PC9,PBC6,Development,Enhancement,140,33.25,58,0.25,106.75,NA
9293,SiPDocument - Add Statistics,1,58,54,58,FINISHED,PC9,PBC6,Development,Enhancement,140,33.25,65,1,106.75,NA
9294,SiPDocument: Filing Control Prototype,1,58,58,58,FINISHED,PC9,PBC6,Development,Enhancement,7,18.85,58,18.85,-11.85,-11.85
9296,SCM Lookup FILCode Not Setup Correctly,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Bug,0.5,0.25,13,0.25,0.25,0.25
9297,Delete linked Risk On RI failing,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Bug,1,0.75,13,0.75,0.25,0.25
9298,XXXX SCM Claim Issue On Adding Manual Movement,1,29,13,NA,COMPLETED,PC2,PBC42,Development,Bug,1,5.25,13,5.25,-4.25,-4.25
9299,Tracking down Form Designer Bug - Errors on Opening,3,42,42,58,COMPLETED,PC9,PBC7,Development,Bug,5,5.5,42,5.5,-0.5,-0.5
9307,XXXX XLSior Proportional Extract - Bringing Back Too Many Rows,1,10,13,NA,COMPLETED,PC2,PBC53,Development,Bug,5,4.5,13,4,0.5,1
9307,XXXX XLSior Proportional Extract - Bringing Back Too Many Rows,1,10,13,NA,COMPLETED,PC2,PBC53,Development,Bug,5,4.5,26,0.5,0.5,NA
9316,SiPDocument: Add 4 Filing Category Fields plus one for Template,1,58,54,58,FINISHED,PC9,PBC6,Development,Enhancement,200,28,54,28,172,172
9319,Preparing BMS CCC Demo,3,46,42,NA,COMPLETED,PC2,PBC32,Development,Enhancement,70,26,42,26,44,44
9338,Release Management for February 2008,1,58,58,58,FINISHED,PC9,PBC15,Development,Release,20,70.5,65,70.5,-50.5,NA
9348,Investigate & Resolve Warehouse failure to buide XXXX,2,24,24,NA,COMPLETED,PC2,PBC21,Development,Bug,7,3,24,3,4,4
9349,Validation warnings for incorrect splits failing to appear,4,26,26,NA,COMPLETED,PC2,PBC21,Development,Bug,1.5,1,26,1,0.5,0.5
9350,v2.2. - XXXX Test System Setup and Release ,1,13,13,NA,COMPLETED,PC2,PBC42,Development,Testing,5,4.5,13,4.5,0.5,0.5
9351,Unexpected period close Split Complete errors,1,13,26,NA,COMPLETED,PC2,PBC21,Development,Bug,4,3,26,3,1,1
9353,Unexpected Period Close RI Quota Share errors,1,13,26,NA,COMPLETED,PC2,PBC21,Development,Bug,4,2.5,26,2.5,1.5,1.5
9357,Comparator can be slow comparing long procedures,3,26,26,NA,COMPLETED,PC8,PBC40,Development,Bug,1.5,1.5,26,1.5,0,0
9360,v2.2. - XXXX Test System Setup and Release,1,13,13,NA,COMPLETED,PC2,PBC10,Development,Testing,3.5,3.25,13,3.25,0.25,0.25
9361,User Support: XXXX Claim Not Opening,1,24,13,NA,COMPLETED,PC2,PBC10,Development,Bug,0.5,0.33,13,0.33,0.17,0.17
9362,SCMS/Core v2.2 SourceSafe Check-In And Label,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,1,1,13,1,0,0
9367,"Syndicate specific stored procedure for SCM Validation ""Unexpected New Line Error"" (XXXX XXXX)",1,46,24,NA,COMPLETED,PC2,PBC72,Development,Enhancement,3,3,24,3,0,0
9370,v2.2 - XXXX Test Release With Latest Data Cut For Parallel Testing,1,13,13,NA,COMPLETED,PC2,PBC73,Development,Testing,3,2,13,2,1,1
9371,v2.2 - XXXX Test Release With Latest Data Cut For Parallel Testing,1,13,13,NA,COMPLETED,PC2,PBC75,Development,Testing,2,1.5,13,1.5,0.5,0.5
9384,XXXX Warehouse Build For January Failed - Investigate and Force Build Today.,1,13,13,NA,COMPLETED,PC2,PBC53,Development,Bug,1,1,13,1,0,0
9385,YYY ZZZs Split And XLsior Difference,1,7,13,NA,COMPLETED,PC2,PBC75,Development,Bug,2,2.5,13,2.5,-0.5,-0.5
9386,v2.2 - XXXX Test Release With Latest Data Cut For Parallel Testing,1,13,13,NA,COMPLETED,PC2,PBC72,Development,Testing,2,3,13,3,-1,-1
9387,Comparator loses QUOTED_IDENTIFIER setting,1,26,26,NA,COMPLETED,PC8,PBC40,Development,Bug,7,6.5,26,6.5,0.5,0.5
9390,v2.2 - XXXX Test Release With Latest Data Cut For Parallel Testing,1,13,13,NA,COMPLETED,PC2,PBC53,Development,Testing,2,2.5,13,2.5,-0.5,-0.5
9391,v2.2 - XXXX Test Release With Latest Data Cut For Parallel Testing,1,13,13,NA,COMPLETED,PC2,PBC72,Development,Testing,2.5,2.5,13,2.5,0,0
9393,BMS Demo - Updated Code Releases,1,42,13,NA,COMPLETED,PC2,PBC32,Development,Release,0.5,0.5,13,0.5,0,0
9394,BMS Demo Permission Setup,1,16,13,NA,COMPLETED,PC2,PBC32,Development,Release,0.25,0.25,13,0.25,0,0
9398,v2.2 Test System Reports and Message Load/Validate Jobs Setup For XXXX and XXXX,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Testing,1,1,13,1,0,0
9403,V3 - Validation Error tooltips not appearing,5,65,65,58,COMPLETED,PC9,PBC11,Development,Bug,0.5,0.5,65,0.5,0,0
9407,Uploading New Data for XXXX Demo,3,46,42,NA,COMPLETED,PC2,PBC32,Development,Enhancement,5,7,42,7,-2,-2
9409,v2.2 Test System Bug Fix: Excel Export Not In correct Format,1,13,13,13,COMPLETED,PC9,PBC24,Development,Bug,2.5,2.5,13,2.5,0,0
9410,User Support: XXXX Test Not Loading Messages,1,13,13,NA,COMPLETED,PC2,PBC73,Development,Testing,0.5,0.5,13,0.5,0,0
9411,v2.2 Test System - SCM Claim Movements Report Error,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Bug,1,5.25,13,5.25,-4.25,-4.25
9417,Releasing the DEMO systemo to LIVE,3,46,42,NA,COMPLETED,PC2,PBC32,Development,Release,7,6,42,6,1,1
9422,XXXX SCM Message Failed To Load,1,13,13,NA,COMPLETED,PC2,PBC72,Development,Bug,1,1,13,1,0,0
9431,V3 - Certain mandatory validation errors not appearing,5,65,65,58,COMPLETED,PC9,PBC11,Development,Bug,4,2.75,65,2.75,1.25,1.25
9434,Updating SCMS with new features from BMS,3,42,42,NA,FINISHED,PC2,PBC21,Development,Release,14,4,42,4,10,10
9435,"Adding multiple email addresses for (CC,BCC and To) to Email system",4,42,42,NA,COMPLETED,PC2,PBC21,Development,Enhancement,7,4.5,42,4.5,2.5,2.5
9443,BUG: Borderaux Chase Search Screen not detecting 1st row as To be chased,3,42,42,NA,COMPLETED,PC2,PBC32,Development,Bug,7,4.5,42,4.5,2.5,2.5
9446,"SCM message copy failure on XXXX, XXXX",1,10,13,NA,COMPLETED,PC2,PBC21,Development,Bug,2,2.25,24,1,-0.25,NA
9446,"SCM message copy failure on XXXX, XXXX",1,10,13,NA,COMPLETED,PC2,PBC21,Development,Bug,2,2.25,13,1.25,-0.25,0.75
9448,SCM Split Importer - Dev to v2.2 Test Systems Release,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,3,3,13,3,0,0
9450,XXXX FACRIIndicator display on USM_Lines matched to RI_Contracts,3,24,24,NA,COMPLETED,PC2,PBC72,Development,Enhancement,7,6,13,3,1,NA
9450,XXXX FACRIIndicator display on USM_Lines matched to RI_Contracts,3,24,24,NA,COMPLETED,PC2,PBC72,Development,Enhancement,7,6,24,3,1,4
9451,BUG: Adding and Deleting Bordereaux Schedule causes Error,3,46,42,NA,COMPLETED,PC2,PBC32,Development,Bug,7,4.5,42,4.5,2.5,2.5
9452,Creating New Email Class from BMS Work,3,42,42,58,COMPLETED,PC9,PBC7,Development,Enhancement,14,13.5,42,13.5,0.5,0.5
9466,Add code to cater for Multi user email chasing sending,3,46,42,NA,COMPLETED,PC2,PBC32,Development,Enhancement,3.5,3.5,42,3.5,0,0
9475,Bordereau Quick Entry screen to include table for Bordereau Premium Schedule,3,46,42,NA,FINISHED,PC2,PBC21,Development,Enhancement,14,10.5,42,10.5,3.5,3.5
9477,Sort out hundred percent amount in USM Transaction,9,26,26,26,COMPLETED,PC16,PBC38,Development,Enhancement,0.5,0.5,26,0.5,0,0
9491,Sun Accounts Import / Export,1,58,26,58,COMPLETED,PC4,PBC8,Development,Enhancement,14,16.5,43,2,-2.5,NA
9491,Sun Accounts Import / Export,1,58,26,58,COMPLETED,PC4,PBC8,Development,Enhancement,14,16.5,26,14.5,-2.5,-0.5
9505,Risk Quick Entry Mechanism,1,58,42,58,FINISHED,PC4,PBC28,Development,Enhancement,21,36.55,42,36,-15.55,-15
9505,Risk Quick Entry Mechanism,1,58,42,58,FINISHED,PC4,PBC28,Development,Enhancement,21,36.55,58,0.55,-15.55,NA
9507,Risk Earning Schedule for all Risk Types,1,58,42,58,FINISHED,PC4,PBC28,Development,Enhancement,10,11,42,11,-1,-1
9508,Risk View - Related Premiums,1,58,42,58,FINISHED,PC4,PBC28,Development,Enhancement,7,0.88,58,0.88,6.12,NA
9509,Risk View - Related Claims,1,58,26,58,FINISHED,PC4,PBC28,Development,Enhancement,7,4,26,4,3,3
9510,Cash Matching Screen,1,58,65,58,FINISHED,PC4,PBC69,Development,Enhancement,84,61,58,9,23,NA
9510,Cash Matching Screen,1,58,65,58,FINISHED,PC4,PBC69,Development,Enhancement,84,61,65,52,23,32
9511,Build a LIRMA Message Repository,1,58,26,58,FINISHED,PC4,PBC50,Development,Enhancement,35,63,26,63,-28,-28
9512,Design SiP Accounting Data Structures (Excluding Treaty Information),1,58,58,58,FINISHED,PC4,PBC69,Development,Enhancement,35,23.5,65,5,11.5,NA
9512,Design SiP Accounting Data Structures (Excluding Treaty Information),1,58,58,58,FINISHED,PC4,PBC69,Development,Enhancement,35,23.5,26,2,11.5,NA
9512,Design SiP Accounting Data Structures (Excluding Treaty Information),1,58,58,58,FINISHED,PC4,PBC69,Development,Enhancement,35,23.5,54,2,11.5,NA
9512,Design SiP Accounting Data Structures (Excluding Treaty Information),1,58,58,58,FINISHED,PC4,PBC69,Development,Enhancement,35,23.5,58,14.5,11.5,20.5
9522,Daily Validation - Risk (Need To Add Endorsement Rules).,1,58,42,58,FINISHED,PC4,PBC28,Development,Enhancement,14,25.5,54,21.45,-11.5,NA
9522,Daily Validation - Risk (Need To Add Endorsement Rules).,1,58,42,58,FINISHED,PC4,PBC28,Development,Enhancement,14,25.5,58,1.55,-11.5,NA
9522,Daily Validation - Risk (Need To Add Endorsement Rules).,1,58,42,58,FINISHED,PC4,PBC28,Development,Enhancement,14,25.5,42,2.5,-11.5,11.5
9523,Daily Validation - Accounting,1,58,54,58,FINISHED,PC4,PBC69,Development,Enhancement,28,76,13,0.75,-48,NA
9523,Daily Validation - Accounting,1,58,54,58,FINISHED,PC4,PBC69,Development,Enhancement,28,76,26,1,-48,NA
9523,Daily Validation - Accounting,1,58,54,58,FINISHED,PC4,PBC69,Development,Enhancement,28,76,54,40.05,-48,-12.05
9523,Daily Validation - Accounting,1,58,54,58,FINISHED,PC4,PBC69,Development,Enhancement,28,76,58,31.2,-48,NA
9523,Daily Validation - Accounting,1,58,54,58,FINISHED,PC4,PBC69,Development,Enhancement,28,76,65,3,-48,NA
9524,Daily Validation - Corporate Claim,1,58,26,58,FINISHED,PC4,PBC37,Development,Enhancement,14,4.5,26,4.5,9.5,9.5
9525,Period Close - [Locking Business Objects In Closed Months],1,58,54,58,FINISHED,PC4,PBC8,Development,Enhancement,28,19,54,18.5,9,9.5
9525,Period Close - [Locking Business Objects In Closed Months],1,58,54,58,FINISHED,PC4,PBC8,Development,Enhancement,28,19,26,0.5,9,NA
9528,User Support: XXXX Claim Not Opening,1,13,13,NA,COMPLETED,PC2,PBC72,Development,Bug,0.5,0.5,13,0.5,0,0
9530,SCMS Support: XXXX SCMS USM Super Search Bug Reported,1,13,13,NA,COMPLETED,PC2,PBC53,Development,Bug,2,5.25,13,2.75,-3.25,-0.75
9530,SCMS Support: XXXX SCMS USM Super Search Bug Reported,1,13,13,NA,COMPLETED,PC2,PBC53,Development,Bug,2,5.25,26,2.5,-3.25,NA
9531,Looking into what Risk Line UWRef Generator procedure generators,1,42,13,NA,COMPLETED,PC2,PBC21,Development,Testing,0.25,0.25,13,0.25,0,0
9533,LIRMA Message Repository Super Searches (x3),1,58,26,58,FINISHED,PC4,PBC50,Development,Enhancement,21,41,26,41,-20,-20
9536,Document Tests runs,6,54,54,58,FINISHED,PC9,PBC6,Development,Testing,200,1.5,54,1.5,198.5,198.5
9549,v2.2 Test Systems - Sync with dev system updates and prepare live release schedule,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Testing,10,11,13,11,-1,-1
9550,SiPTesting Report creator,1,54,54,58,FINISHED,PC9,PBC11,Development,Enhancement,14,10.48,54,10.48,3.52,3.52
9551,Business Object Creation Spike in V2,5,65,65,58,FINISHED,PC4,PBC33,Development,Enhancement,10,7,65,7,3,3
9552,Creating new Database and instance of SCMS for CCC,3,42,42,58,FINISHED,PC4,PBC28,Development,Enhancement,1.75,1.75,42,1.75,0,0
9569,Release SCMS Application To Live -- XXXX Synd,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,7,2.5,13,2.5,4.5,4.5
9570,Release SCMS Warehouse To Live -- XXXX Synd,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,7,0.25,13,0.25,6.75,6.75
9571,Backup Release Pre/Post Versions To Disk -- XXXX Synd,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,1,1,13,1,0,0
9572,Release SCMS Application To Live -- XXXX Synd,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,7,2.5,13,2.5,4.5,4.5
9573,Release SCMS Warehouse To Live -- XXXX Synd,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,7,0.25,13,0.25,6.75,6.75
9574,Backup Release Pre/Post Versions To Disk -- XXXX Synd,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,1,1,13,1,0,0
9586,Release SCMS Application To Live -- XXXX Synd,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,7,4,13,4,3,3
9587,Release SCMS Warehouse To Live -- XXXX Synd,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,7,0.25,13,0.25,6.75,6.75
9588,Backup Release Pre/Post Versions To Disk -- XXXX Synd,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,1,0.75,13,0.75,0.25,0.25
9590,Setting up SiP-DEV Database with CCC_DEV database,3,42,42,58,FINISHED,PC4,PBC28,Development,Release,3,3,42,3,0,0
9592,Release SCMS Application To Live -- XXXX Synd,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,7,5.75,13,5.75,1.25,1.25
9593,Release SCMS Warehouse To Live -- XXXX Synd,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,7,0.25,13,0.25,6.75,6.75
9596,Edit the RISK Screen to CCC's Requirements,3,42,42,58,FINISHED,PC4,PBC28,Development,Enhancement,70,37.15,42,30.9,32.85,39.1
9596,Edit the RISK Screen to CCC's Requirements,3,42,42,58,FINISHED,PC4,PBC28,Development,Enhancement,70,37.15,54,2,32.85,NA
9596,Edit the RISK Screen to CCC's Requirements,3,42,42,58,FINISHED,PC4,PBC28,Development,Enhancement,70,37.15,58,4.25,32.85,NA
9598,Release SCMS Application To Live -- XXXX Synd,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,7,4.75,13,4.75,2.25,2.25
9599,Release SCMS Warehouse To Live --XXXX Synd,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,7,0.25,13,0.25,6.75,6.75
9600,Backup Release Pre/Post Versions To Disk -- XXXXSynd,1,13,13,NA,COMPLETED,PC2,PBC21,Development,Release,1,0.75,13,0.75,0.25,0.25
9601,Set up Loader as SQL Server job,2,26,26,58,FINISHED,PC4,PBC50,Development,Enhancement,4,8.5,43,1,-4.5,NA
9601,Set up Loader as SQL Server job,2,26,26,58,FINISHED,PC4,PBC50,Development,Enhancement,4,8.5,26,7.5,-4.5,-3.5
9602,Create CCC Demo Database And Add Users Required,1,46,13,58,FINISHED,PC4,PBC8,Development,Release,1,1,13,1,0,0
9616,Recursive File Line Counter Spike,1,58,58,NA,FINISHED,PC8,PBC40,Development,Enhancement,2,1.88,58,1.88,0.12,0.12
9625,Setting up DEMO system for CCC and CCC,3,58,42,58,FINISHED,PC4,PBC33,Development,Release,14,33.75,13,16,-19.75,NA
